"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 15 07:40:40 GMT 2024","Thu Feb 15 07:40:42 GMT 2024","1814","tests","test_buy_product","TestBuyProduct","","","test_buy_product","Test e2e"
